filename,Latitude,Longitude,Depth,sample_type,Cruise,Instrument,tag1,tag2,tag3
D20240419T095915_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T102310_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T104704_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T111058_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T113452_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T115847_IFCB206,35.725,-74.853,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T122241_IFCB206,35.729,-74.855,3,underway,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240419T124635_IFCB206,35.785,-74.874,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T131029_IFCB206,35.799,-74.879,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T133424_IFCB206,35.841,-74.876,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T135818_IFCB206,35.876,-74.875,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T142212_IFCB206,35.899,-74.865,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T145051_IFCB206,35.95,-74.845,3,underway,AR82,IFCB206,site_CP13EAPM,targetdepth_surface,
D20240419T151447_IFCB206,35.968,-74.842,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T153841_IFCB206,36.024,-74.836,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T160235_IFCB206,36.023,-74.837,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T162629_IFCB206,36.078,-74.837,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T165024_IFCB206,36.098,-74.838,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T171418_IFCB206,36.124,-74.834,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T173812_IFCB206,36.174,-74.827,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240419T180206_IFCB206,36.172,-74.827,3,underway,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240419T182601_IFCB206,36.113,-74.832,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T184955_IFCB206,36.09,-74.831,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T191349_IFCB206,36.155,-74.832,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T193743_IFCB206,36.215,-74.828,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T200138_IFCB206,36.28,-74.797,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T202532_IFCB206,36.345,-74.766,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T204926_IFCB206,36.402,-74.717,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T211320_IFCB206,36.454,-74.654,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T213715_IFCB206,36.508,-74.595,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T220109_IFCB206,36.571,-74.545,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T222503_IFCB206,36.633,-74.494,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T224857_IFCB206,36.692,-74.446,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T231252_IFCB206,36.755,-74.399,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240419T233646_IFCB206,36.818,-74.354,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T000040_IFCB206,36.877,-74.308,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T002434_IFCB206,36.935,-74.259,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T004829_IFCB206,36.994,-74.21,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T011224_IFCB206,37.054,-74.16,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T013618_IFCB206,37.115,-74.108,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T020012_IFCB206,37.176,-74.054,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T022407_IFCB206,37.239,-74.004,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T025248_IFCB206,37.313,-73.947,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T031642_IFCB206,37.375,-73.897,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T034037_IFCB206,37.438,-73.847,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T040431_IFCB206,37.501,-73.8,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T042825_IFCB206,37.57,-73.765,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T045219_IFCB206,37.639,-73.728,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T051614_IFCB206,37.709,-73.687,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T054008_IFCB206,37.778,-73.645,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T060402_IFCB206,37.848,-73.61,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T062756_IFCB206,37.914,-73.576,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T065151_IFCB206,37.983,-73.539,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T071546_IFCB206,38.049,-73.498,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T073941_IFCB206,38.117,-73.46,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T080336_IFCB206,38.182,-73.418,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T082732_IFCB206,38.246,-73.379,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T085127_IFCB206,38.311,-73.343,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T091521_IFCB206,38.378,-73.307,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T093915_IFCB206,38.446,-73.272,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T100310_IFCB206,38.495,-73.208,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T102704_IFCB206,38.534,-73.129,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T105058_IFCB206,38.571,-73.053,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T111453_IFCB206,38.607,-72.974,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T113848_IFCB206,38.642,-72.895,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T120242_IFCB206,38.677,-72.817,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T122636_IFCB206,38.716,-72.742,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T125031_IFCB206,38.759,-72.669,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T131425_IFCB206,38.802,-72.595,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T133819_IFCB206,38.846,-72.521,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T140213_IFCB206,38.888,-72.445,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T142607_IFCB206,38.931,-72.371,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T145449_IFCB206,38.982,-72.285,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T151844_IFCB206,39.027,-72.208,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T154238_IFCB206,39.071,-72.13,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T160632_IFCB206,39.116,-72.049,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T163027_IFCB206,39.161,-71.969,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T165421_IFCB206,39.206,-71.887,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T171815_IFCB206,39.251,-71.806,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T174210_IFCB206,39.297,-71.723,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T180605_IFCB206,39.343,-71.641,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T182959_IFCB206,39.385,-71.561,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T185353_IFCB206,39.426,-71.476,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T191747_IFCB206,39.471,-71.395,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T194143_IFCB206,39.516,-71.315,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T200538_IFCB206,39.567,-71.233,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T202932_IFCB206,39.616,-71.151,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T205326_IFCB206,39.668,-71.07,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T211721_IFCB206,39.717,-70.987,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T214115_IFCB206,39.76,-70.907,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T220509_IFCB206,39.82,-70.885,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240420T222903_IFCB206,39.888,-70.882,3,underway,AR82,IFCB206,,targetdepth_surface,
D20240330T151115_IFCB206,,,,beads_test,AR82,IFCB206,,,qc_beads_test
D20240403T154310_IFCB206,35.9498833,-75.1258167,9.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_7m,
D20240403T160705_IFCB206,35.9498833,-75.1258167,9.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_7m,
D20240403T163100_IFCB206,35.9498833,-75.1258167,9.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_7m,
D20240403T165903_IFCB206,35.9498833,-75.1258167,9.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_7m,
D20240403T172257_IFCB206,35.9498833,-75.1258167,9.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_7m,
D20240403T174651_IFCB206,35.9498833,-75.1258167,9.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_7m,
D20240403T182227_IFCB206,35.9498833,-75.1258167,3.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240403T184621_IFCB206,35.9498833,-75.1258167,3.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240403T191015_IFCB206,35.9498833,-75.1258167,3.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240403T200137_IFCB206,35.9498833,-75.1258167,27.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_bottom,
D20240403T202532_IFCB206,35.9498833,-75.1258167,27.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_bottom,
D20240403T204926_IFCB206,35.9498833,-75.1258167,27.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_bottom,
D20240404T203448_IFCB206,36.1749833,-74.8266,7.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_7m,
D20240404T205843_IFCB206,36.1749833,-74.8266,7.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_7m,
D20240404T212238_IFCB206,36.1749833,-74.8266,7.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_7m,
D20240404T215037_IFCB206,36.1749833,-74.8266,7.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_7m,
D20240404T221432_IFCB206,36.1749833,-74.8266,7.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_7m,
D20240404T223827_IFCB206,36.1749833,-74.8266,7.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_7m,
D20240404T231741_IFCB206,36.1749833,-74.8266,3.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240404T234135_IFCB206,36.1749833,-74.8266,3.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240405T000529_IFCB206,36.1749833,-74.8266,3.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240405T003145_IFCB206,36.1749833,-74.8266,42.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_45m,
D20240405T005539_IFCB206,36.1749833,-74.8266,42.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_45m,
D20240405T011934_IFCB206,36.1749833,-74.8266,42.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_45m,
D20240405T014938_IFCB206,36.1749833,-74.8266,14.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_chl max,
D20240405T021333_IFCB206,36.1749833,-74.8266,14.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_chl max,
D20240405T023727_IFCB206,36.1749833,-74.8266,14.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_chl max,
D20240405T150819_IFCB206,35.72425,-74.8512167,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240405T153214_IFCB206,35.72425,-74.8512167,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240405T155608_IFCB206,35.72425,-74.8512167,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240405T162205_IFCB206,35.72425,-74.8512167,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240405T164600_IFCB206,35.72425,-74.8512167,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240405T170954_IFCB206,35.72425,-74.8512167,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240405T174108_IFCB206,35.72425,-74.8512167,3.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240405T180502_IFCB206,35.72425,-74.8512167,3.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240405T182856_IFCB206,35.72425,-74.8512167,3.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_surface,
D20240405T193343_IFCB206,35.72425,-74.8512167,55.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_55m,
D20240405T195737_IFCB206,35.72425,-74.8512167,55.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_55m,
D20240405T202131_IFCB206,35.72425,-74.8512167,55.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_55m,
D20240408T164415_IFCB206,36.0538833,-74.7779167,7.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_7m,
D20240408T170810_IFCB206,36.0538833,-74.7779167,7.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_7m,
D20240408T173204_IFCB206,36.0538833,-74.7779167,7.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_7m,
D20240408T181658_IFCB206,36.0538833,-74.7779167,7.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_7m,
D20240408T184052_IFCB206,36.0538833,-74.7779167,7.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_7m,
D20240408T190446_IFCB206,36.0538833,-74.7779167,7.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_7m,
D20240408T194821_IFCB206,36.0538833,-74.7779167,24.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_20m,
D20240408T201215_IFCB206,36.0538833,-74.7779167,24.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_20m,
D20240408T203609_IFCB206,36.0538833,-74.7779167,24.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_20m,
D20240408T214307_IFCB206,36.0538833,-74.7779167,3.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T220701_IFCB206,36.0538833,-74.7779167,3.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240408T223055_IFCB206,36.0538833,-74.7779167,3.0,discrete,AR82,IFCB206,site_CP14NEPM,targetdepth_surface,
D20240415T163004_IFCB206,35.9506,-75.33285,2.0,discrete,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T165359_IFCB206,35.9506,-75.33285,2.0,discrete,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T171754_IFCB206,35.9506,-75.33285,2.0,discrete,AR82,IFCB206,site_CP12WESW,targetdepth_surface,
D20240415T212844_IFCB206,35.950217,-75.124517,3.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T215238_IFCB206,35.950217,-75.124517,3.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240415T221632_IFCB206,35.950217,-75.124517,3.0,discrete,AR82,IFCB206,site_CP10CNSM,targetdepth_surface,
D20240416T205235_IFCB206,35.725033,-74.85305,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240416T211629_IFCB206,35.725033,-74.85305,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240416T214023_IFCB206,35.725033,-74.85305,7.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_7m,
D20240416T223336_IFCB206,35.725033,-74.85305,23.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_chl max,
D20240416T225730_IFCB206,35.725033,-74.85305,23.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_chl max,
D20240416T232124_IFCB206,35.725033,-74.85305,23.0,discrete,AR82,IFCB206,site_CP11SOSM,targetdepth_chl max,
D20240417T150235_IFCB206,36.175117,-74.826233,3.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T152629_IFCB206,36.175117,-74.826233,3.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
D20240417T155024_IFCB206,36.175117,-74.826233,3.0,discrete,AR82,IFCB206,site_CP11NOSM,targetdepth_surface,
